timestamp,value,classification,date
1630992600,79,Extreme Greed,2021-09-07
1631079000,47,Neutral,2021-09-08
1631165400,45,Neutral,2021-09-09
1631251800,46,Neutral,2021-09-10
1631338200,31,Fear,2021-09-11
1631424600,32,Fear,2021-09-12
1631511000,44,Fear,2021-09-13
1631597400,30,Fear,2021-09-14
1631683800,49,Neutral,2021-09-15
1631770200,53,Neutral,2021-09-16
1631856600,48,Neutral,2021-09-17
1631943000,50,Neutral,2021-09-18
1632029400,53,Neutral,2021-09-19
1632115800,50,Neutral,2021-09-20
1632202200,27,Fear,2021-09-21
1632288600,21,Extreme Fear,2021-09-22
1632375000,27,Fear,2021-09-23
1632461400,33,Fear,2021-09-24
1632547800,28,Fear,2021-09-25
1632634200,27,Fear,2021-09-26
1632720600,26,Fear,2021-09-27
1632807000,25,Fear,2021-09-28
1632893400,24,Extreme Fear,2021-09-29
1632979800,20,Extreme Fear,2021-09-30
1633066200,27,Fear,2021-10-01
1633152600,54,Neutral,2021-10-02
1633239000,49,Neutral,2021-10-03
1633325400,54,Neutral,2021-10-04
1633411800,59,Greed,2021-10-05
1633498200,68,Greed,2021-10-06
1633584600,76,Extreme Greed,2021-10-07
1633671000,74,Greed,2021-10-08
1633757400,72,Greed,2021-10-09
1633843800,71,Greed,2021-10-10
1633930200,71,Greed,2021-10-11
1634016600,78,Extreme Greed,2021-10-12
1634103000,70,Greed,2021-10-13
1634189400,70,Greed,2021-10-14
1634275800,71,Greed,2021-10-15
1634362200,78,Extreme Greed,2021-10-16
1634448600,79,Extreme Greed,2021-10-17
1634535000,78,Extreme Greed,2021-10-18
1634621400,75,Extreme Greed,2021-10-19
1634707800,82,Extreme Greed,2021-10-20
1634794200,84,Extreme Greed,2021-10-21
1634880600,75,Extreme Greed,2021-10-22
1634967000,74,Greed,2021-10-23
1635053400,73,Greed,2021-10-24
1635139800,72,Greed,2021-10-25
1635226200,76,Extreme Greed,2021-10-26
1635312600,73,Greed,2021-10-27
1635399000,66,Greed,2021-10-28
1635485400,70,Greed,2021-10-29
1635571800,73,Greed,2021-10-30
1635658200,74,Greed,2021-10-31
1635744600,74,Greed,2021-11-01
1635831000,73,Greed,2021-11-02
1635917400,76,Extreme Greed,2021-11-03
1636003800,73,Greed,2021-11-04
1636090200,73,Greed,2021-11-05
1636176600,71,Greed,2021-11-06
1636263000,73,Greed,2021-11-07
1636349400,75,Extreme Greed,2021-11-08
1636435800,84,Extreme Greed,2021-11-09
1636522200,75,Extreme Greed,2021-11-10
1636608600,77,Extreme Greed,2021-11-11
1636695000,74,Greed,2021-11-12
1636781400,72,Greed,2021-11-13
1636867800,74,Greed,2021-11-14
1636954200,72,Greed,2021-11-15
1637040600,71,Greed,2021-11-16
1637127000,52,Neutral,2021-11-17
1637213400,54,Neutral,2021-11-18
1637299800,34,Fear,2021-11-19
1637386200,43,Fear,2021-11-20
1637472600,49,Neutral,2021-11-21
1637559000,50,Neutral,2021-11-22
1637645400,33,Fear,2021-11-23
1637731800,42,Fear,2021-11-24
1637818200,32,Fear,2021-11-25
1637904600,47,Neutral,2021-11-26
1637991000,21,Extreme Fear,2021-11-27
1638077400,27,Fear,2021-11-28
1638163800,33,Fear,2021-11-29
1638250200,40,Fear,2021-11-30
1638336600,34,Fear,2021-12-01
1638423000,32,Fear,2021-12-02
1638509400,31,Fear,2021-12-03
1638595800,25,Fear,2021-12-04
1638682200,18,Extreme Fear,2021-12-05
1638768600,16,Extreme Fear,2021-12-06
1638855000,25,Fear,2021-12-07
1638941400,28,Fear,2021-12-08
1639027800,29,Fear,2021-12-09
1639114200,24,Extreme Fear,2021-12-10
1639200600,16,Extreme Fear,2021-12-11
1639287000,27,Fear,2021-12-12
1639373400,28,Fear,2021-12-13
1639459800,21,Extreme Fear,2021-12-14
1639546200,28,Fear,2021-12-15
1639632600,29,Fear,2021-12-16
1639719000,23,Extreme Fear,2021-12-17
1639805400,24,Extreme Fear,2021-12-18
1639891800,29,Fear,2021-12-19
1639978200,25,Fear,2021-12-20
1640064600,27,Fear,2021-12-21
1640151000,45,Neutral,2021-12-22
1640237400,34,Fear,2021-12-23
1640323800,41,Fear,2021-12-24
1640410200,39,Fear,2021-12-25
1640496600,37,Fear,2021-12-26
1640583000,40,Fear,2021-12-27
1640669400,41,Fear,2021-12-28
1640755800,27,Fear,2021-12-29
1640842200,22,Extreme Fear,2021-12-30
1640928600,28,Fear,2021-12-31
1641015000,21,Extreme Fear,2022-01-01
1641101400,29,Fear,2022-01-02
1641187800,29,Fear,2022-01-03
1641274200,23,Extreme Fear,2022-01-04
1641360600,24,Extreme Fear,2022-01-05
1641447000,15,Extreme Fear,2022-01-06
1641533400,18,Extreme Fear,2022-01-07
1641619800,10,Extreme Fear,2022-01-08
1641706200,23,Extreme Fear,2022-01-09
1641792600,23,Extreme Fear,2022-01-10
1641879000,21,Extreme Fear,2022-01-11
1641965400,22,Extreme Fear,2022-01-12
1642051800,21,Extreme Fear,2022-01-13
1642138200,21,Extreme Fear,2022-01-14
1642224600,23,Extreme Fear,2022-01-15
1642311000,21,Extreme Fear,2022-01-16
1642397400,22,Extreme Fear,2022-01-17
1642483800,24,Extreme Fear,2022-01-18
1642570200,24,Extreme Fear,2022-01-19
1642656600,24,Extreme Fear,2022-01-20
1642743000,19,Extreme Fear,2022-01-21
1642829400,13,Extreme Fear,2022-01-22
1642915800,11,Extreme Fear,2022-01-23
1643002200,13,Extreme Fear,2022-01-24
1643088600,12,Extreme Fear,2022-01-25
1643175000,23,Extreme Fear,2022-01-26
1643261400,20,Extreme Fear,2022-01-27
1643347800,24,Extreme Fear,2022-01-28
1643434200,24,Extreme Fear,2022-01-29
1643520600,29,Fear,2022-01-30
1643607000,20,Extreme Fear,2022-01-31
1643693400,26,Fear,2022-02-01
1643779800,28,Fear,2022-02-02
1643866200,20,Extreme Fear,2022-02-03
1643952600,20,Extreme Fear,2022-02-04
1644039000,33,Fear,2022-02-05
1644125400,37,Fear,2022-02-06
1644211800,45,Neutral,2022-02-07
1644298200,48,Neutral,2022-02-08
1644384600,54,Neutral,2022-02-09
1644471000,50,Neutral,2022-02-10
1644557400,50,Neutral,2022-02-11
1644643800,44,Fear,2022-02-12
1644730200,44,Fear,2022-02-13
1644816600,46,Neutral,2022-02-14
1644903000,46,Neutral,2022-02-15
1644989400,51,Neutral,2022-02-16
1645075800,52,Neutral,2022-02-17
1645162200,30,Fear,2022-02-18
1645248600,25,Fear,2022-02-19
1645335000,27,Fear,2022-02-20
1645421400,25,Fear,2022-02-21
1645507800,20,Extreme Fear,2022-02-22
1645594200,25,Fear,2022-02-23
1645680600,23,Extreme Fear,2022-02-24
1645767000,27,Fear,2022-02-25
1645853400,26,Fear,2022-02-26
1645939800,26,Fear,2022-02-27
1646026200,20,Extreme Fear,2022-02-28
1646112600,51,Neutral,2022-03-01
1646199000,52,Neutral,2022-03-02
1646285400,39,Fear,2022-03-03
1646371800,33,Fear,2022-03-04
1646458200,22,Extreme Fear,2022-03-05
1646544600,22,Extreme Fear,2022-03-06
1646631000,23,Extreme Fear,2022-03-07
1646717400,21,Extreme Fear,2022-03-08
1646803800,22,Extreme Fear,2022-03-09
1646890200,28,Fear,2022-03-10
1646976600,22,Extreme Fear,2022-03-11
1647063000,22,Extreme Fear,2022-03-12
1647149400,21,Extreme Fear,2022-03-13
1647235800,23,Extreme Fear,2022-03-14
1647322200,21,Extreme Fear,2022-03-15
1647408600,24,Extreme Fear,2022-03-16
1647495000,27,Fear,2022-03-17
1647581400,25,Fear,2022-03-18
1647667800,28,Fear,2022-03-19
1647754200,31,Fear,2022-03-20
1647840600,30,Fear,2022-03-21
1647927000,26,Fear,2022-03-22
1648013400,31,Fear,2022-03-23
1648099800,40,Fear,2022-03-24
1648186200,47,Neutral,2022-03-25
1648272600,51,Neutral,2022-03-26
1648359000,49,Neutral,2022-03-27
1648445400,60,Greed,2022-03-28
1648531800,56,Greed,2022-03-29
1648618200,55,Greed,2022-03-30
1648704600,52,Neutral,2022-03-31
1648791000,50,Neutral,2022-04-01
1648877400,52,Neutral,2022-04-02
1648963800,48,Neutral,2022-04-03
1649050200,52,Neutral,2022-04-04
1649136600,53,Neutral,2022-04-05
1649223000,48,Neutral,2022-04-06
1649309400,34,Fear,2022-04-07
1649395800,37,Fear,2022-04-08
1649482200,30,Fear,2022-04-09
1649568600,34,Fear,2022-04-10
1649655000,32,Fear,2022-04-11
1649741400,20,Extreme Fear,2022-04-12
1649827800,25,Fear,2022-04-13
1649914200,28,Fear,2022-04-14
1650000600,22,Extreme Fear,2022-04-15
1650087000,28,Fear,2022-04-16
1650173400,28,Fear,2022-04-17
1650259800,24,Extreme Fear,2022-04-18
1650346200,27,Fear,2022-04-19
1650432600,27,Fear,2022-04-20
1650519000,27,Fear,2022-04-21
1650605400,26,Fear,2022-04-22
1650691800,24,Extreme Fear,2022-04-23
1650778200,24,Extreme Fear,2022-04-24
1650864600,23,Extreme Fear,2022-04-25
1650951000,27,Fear,2022-04-26
1651037400,21,Extreme Fear,2022-04-27
1651123800,24,Extreme Fear,2022-04-28
1651210200,23,Extreme Fear,2022-04-29
1651296600,20,Extreme Fear,2022-04-30
1651383000,22,Extreme Fear,2022-05-01
1651469400,28,Fear,2022-05-02
1651555800,27,Fear,2022-05-03
1651642200,21,Extreme Fear,2022-05-04
1651728600,27,Fear,2022-05-05
1651815000,22,Extreme Fear,2022-05-06
1651901400,23,Extreme Fear,2022-05-07
1651987800,18,Extreme Fear,2022-05-08
1652074200,11,Extreme Fear,2022-05-09
1652160600,10,Extreme Fear,2022-05-10
1652247000,12,Extreme Fear,2022-05-11
1652333400,12,Extreme Fear,2022-05-12
1652419800,10,Extreme Fear,2022-05-13
1652506200,9,Extreme Fear,2022-05-14
1652592600,10,Extreme Fear,2022-05-15
1652679000,14,Extreme Fear,2022-05-16
1652765400,8,Extreme Fear,2022-05-17
1652851800,12,Extreme Fear,2022-05-18
1652938200,13,Extreme Fear,2022-05-19
1653024600,13,Extreme Fear,2022-05-20
1653111000,13,Extreme Fear,2022-05-21
1653197400,14,Extreme Fear,2022-05-22
1653283800,10,Extreme Fear,2022-05-23
1653370200,12,Extreme Fear,2022-05-24
1653456600,11,Extreme Fear,2022-05-25
1653543000,12,Extreme Fear,2022-05-26
1653629400,12,Extreme Fear,2022-05-27
1653715800,13,Extreme Fear,2022-05-28
1653802200,14,Extreme Fear,2022-05-29
1653888600,10,Extreme Fear,2022-05-30
1653975000,16,Extreme Fear,2022-05-31
1654061400,17,Extreme Fear,2022-06-01
1654147800,13,Extreme Fear,2022-06-02
1654234200,10,Extreme Fear,2022-06-03
1654320600,14,Extreme Fear,2022-06-04
1654407000,10,Extreme Fear,2022-06-05
1654493400,13,Extreme Fear,2022-06-06
1654579800,15,Extreme Fear,2022-06-07
1654666200,17,Extreme Fear,2022-06-08
1654752600,11,Extreme Fear,2022-06-09
1654839000,13,Extreme Fear,2022-06-10
1654925400,12,Extreme Fear,2022-06-11
1655011800,14,Extreme Fear,2022-06-12
1655098200,11,Extreme Fear,2022-06-13
1655184600,8,Extreme Fear,2022-06-14
1655271000,7,Extreme Fear,2022-06-15
1655357400,7,Extreme Fear,2022-06-16
1655443800,9,Extreme Fear,2022-06-17
1655530200,6,Extreme Fear,2022-06-18
1655616600,6,Extreme Fear,2022-06-19
1655703000,9,Extreme Fear,2022-06-20
1655789400,9,Extreme Fear,2022-06-21
1655875800,11,Extreme Fear,2022-06-22
1655962200,11,Extreme Fear,2022-06-23
1656048600,11,Extreme Fear,2022-06-24
1656135000,14,Extreme Fear,2022-06-25
1656221400,14,Extreme Fear,2022-06-26
1656307800,12,Extreme Fear,2022-06-27
1656394200,10,Extreme Fear,2022-06-28
1656480600,13,Extreme Fear,2022-06-29
1656567000,11,Extreme Fear,2022-06-30
1656653400,11,Extreme Fear,2022-07-01
1656739800,14,Extreme Fear,2022-07-02
1656826200,11,Extreme Fear,2022-07-03
1656912600,14,Extreme Fear,2022-07-04
1656999000,19,Extreme Fear,2022-07-05
1657085400,18,Extreme Fear,2022-07-06
1657171800,18,Extreme Fear,2022-07-07
1657258200,20,Extreme Fear,2022-07-08
1657344600,24,Extreme Fear,2022-07-09
1657431000,24,Extreme Fear,2022-07-10
1657517400,22,Extreme Fear,2022-07-11
1657603800,16,Extreme Fear,2022-07-12
1657690200,15,Extreme Fear,2022-07-13
1657776600,18,Extreme Fear,2022-07-14
1657863000,15,Extreme Fear,2022-07-15
1657949400,21,Extreme Fear,2022-07-16
1658035800,24,Extreme Fear,2022-07-17
1658122200,20,Extreme Fear,2022-07-18
1658208600,30,Fear,2022-07-19
1658295000,31,Fear,2022-07-20
1658381400,34,Fear,2022-07-21
1658467800,33,Fear,2022-07-22
1658554200,31,Fear,2022-07-23
1658640600,30,Fear,2022-07-24
1658727000,30,Fear,2022-07-25
1658813400,26,Fear,2022-07-26
1658899800,28,Fear,2022-07-27
1658986200,32,Fear,2022-07-28
1659072600,39,Fear,2022-07-29
1659159000,42,Fear,2022-07-30
1659245400,39,Fear,2022-07-31
1659331800,33,Fear,2022-08-01
1659418200,31,Fear,2022-08-02
1659504600,34,Fear,2022-08-03
1659591000,30,Fear,2022-08-04
1659677400,31,Fear,2022-08-05
1659763800,31,Fear,2022-08-06
1659850200,30,Fear,2022-08-07
1659936600,30,Fear,2022-08-08
1660023000,42,Fear,2022-08-09
1660109400,31,Fear,2022-08-10
1660195800,41,Fear,2022-08-11
1660282200,42,Fear,2022-08-12
1660368600,46,Neutral,2022-08-13
1660455000,47,Neutral,2022-08-14
1660541400,45,Neutral,2022-08-15
1660627800,44,Fear,2022-08-16
1660714200,41,Fear,2022-08-17
1660800600,30,Fear,2022-08-18
1660887000,33,Fear,2022-08-19
1660973400,29,Fear,2022-08-20
1661059800,27,Fear,2022-08-21
1661146200,29,Fear,2022-08-22
1661232600,28,Fear,2022-08-23
1661319000,25,Fear,2022-08-24
1661405400,25,Fear,2022-08-25
1661491800,27,Fear,2022-08-26
1661578200,28,Fear,2022-08-27
1661664600,28,Fear,2022-08-28
1661751000,24,Extreme Fear,2022-08-29
1661837400,27,Fear,2022-08-30
1661923800,23,Extreme Fear,2022-08-31
1662010200,20,Extreme Fear,2022-09-01
1662096600,25,Fear,2022-09-02
1662183000,21,Extreme Fear,2022-09-03
1662269400,20,Extreme Fear,2022-09-04
1662355800,23,Extreme Fear,2022-09-05
1662442200,22,Extreme Fear,2022-09-06
1662528600,24,Extreme Fear,2022-09-07
1662615000,20,Extreme Fear,2022-09-08
1662701400,22,Extreme Fear,2022-09-09
1662787800,28,Fear,2022-09-10
1662874200,26,Fear,2022-09-11
1662960600,25,Fear,2022-09-12
1663047000,34,Fear,2022-09-13
1663133400,27,Fear,2022-09-14
1663219800,28,Fear,2022-09-15
1663306200,20,Extreme Fear,2022-09-16
1663392600,22,Extreme Fear,2022-09-17
1663479000,27,Fear,2022-09-18
1663565400,21,Extreme Fear,2022-09-19
1663651800,23,Extreme Fear,2022-09-20
1663738200,23,Extreme Fear,2022-09-21
1663824600,22,Extreme Fear,2022-09-22
1663911000,20,Extreme Fear,2022-09-23
1663997400,24,Extreme Fear,2022-09-24
1664083800,24,Extreme Fear,2022-09-25
1664170200,21,Extreme Fear,2022-09-26
1664256600,20,Extreme Fear,2022-09-27
1664343000,20,Extreme Fear,2022-09-28
1664429400,22,Extreme Fear,2022-09-29
1664515800,21,Extreme Fear,2022-09-30
1664602200,20,Extreme Fear,2022-10-01
1664688600,24,Extreme Fear,2022-10-02
1664775000,24,Extreme Fear,2022-10-03
1664861400,20,Extreme Fear,2022-10-04
1664947800,25,Fear,2022-10-05
1665034200,26,Fear,2022-10-06
1665120600,23,Extreme Fear,2022-10-07
1665207000,24,Extreme Fear,2022-10-08
1665293400,22,Extreme Fear,2022-10-09
1665379800,22,Extreme Fear,2022-10-10
1665466200,24,Extreme Fear,2022-10-11
1665552600,20,Extreme Fear,2022-10-12
1665639000,20,Extreme Fear,2022-10-13
1665725400,24,Extreme Fear,2022-10-14
1665811800,24,Extreme Fear,2022-10-15
1665898200,24,Extreme Fear,2022-10-16
1665984600,20,Extreme Fear,2022-10-17
1666071000,22,Extreme Fear,2022-10-18
1666157400,23,Extreme Fear,2022-10-19
1666243800,23,Extreme Fear,2022-10-20
1666330200,23,Extreme Fear,2022-10-21
1666416600,20,Extreme Fear,2022-10-22
1666503000,23,Extreme Fear,2022-10-23
1666589400,22,Extreme Fear,2022-10-24
1666675800,20,Extreme Fear,2022-10-25
1666762200,33,Fear,2022-10-26
1666848600,32,Fear,2022-10-27
1666935000,30,Fear,2022-10-28
1667021400,34,Fear,2022-10-29
1667107800,34,Fear,2022-10-30
1667194200,31,Fear,2022-10-31
1667280600,30,Fear,2022-11-01
1667367000,30,Fear,2022-11-02
1667453400,30,Fear,2022-11-03
1667539800,30,Fear,2022-11-04
1667626200,38,Fear,2022-11-05
1667712600,40,Fear,2022-11-06
1667799000,33,Fear,2022-11-07
1667885400,31,Fear,2022-11-08
1667971800,29,Fear,2022-11-09
1668058200,22,Extreme Fear,2022-11-10
1668144600,25,Fear,2022-11-11
1668231000,21,Extreme Fear,2022-11-12
1668317400,22,Extreme Fear,2022-11-13
1668403800,24,Extreme Fear,2022-11-14
1668490200,22,Extreme Fear,2022-11-15
1668576600,23,Extreme Fear,2022-11-16
1668663000,20,Extreme Fear,2022-11-17
1668749400,23,Extreme Fear,2022-11-18
1668835800,23,Extreme Fear,2022-11-19
1668922200,24,Extreme Fear,2022-11-20
1669008600,21,Extreme Fear,2022-11-21
1669095000,22,Extreme Fear,2022-11-22
1669181400,22,Extreme Fear,2022-11-23
1669267800,20,Extreme Fear,2022-11-24
1669354200,20,Extreme Fear,2022-11-25
1669440600,22,Extreme Fear,2022-11-26
1669527000,26,Fear,2022-11-27
1669613400,28,Fear,2022-11-28
1669699800,26,Fear,2022-11-29
1669786200,29,Fear,2022-11-30
1669872600,27,Fear,2022-12-01
1669959000,27,Fear,2022-12-02
1670045400,27,Fear,2022-12-03
1670131800,26,Fear,2022-12-04
1670218200,26,Fear,2022-12-05
1670304600,25,Fear,2022-12-06
1670391000,29,Fear,2022-12-07
1670477400,25,Fear,2022-12-08
1670563800,26,Fear,2022-12-09
1670650200,27,Fear,2022-12-10
1670736600,26,Fear,2022-12-11
1670823000,27,Fear,2022-12-12
1670909400,27,Fear,2022-12-13
1670995800,30,Fear,2022-12-14
1671082200,31,Fear,2022-12-15
1671168600,29,Fear,2022-12-16
1671255000,28,Fear,2022-12-17
1671341400,26,Fear,2022-12-18
1671427800,29,Fear,2022-12-19
1671514200,29,Fear,2022-12-20
1671600600,26,Fear,2022-12-21
1671687000,28,Fear,2022-12-22
1671773400,27,Fear,2022-12-23
1671859800,29,Fear,2022-12-24
1671946200,29,Fear,2022-12-25
1672032600,28,Fear,2022-12-26
1672119000,27,Fear,2022-12-27
1672205400,28,Fear,2022-12-28
1672291800,28,Fear,2022-12-29
1672378200,28,Fear,2022-12-30
1672464600,25,Fear,2022-12-31
1672551000,26,Fear,2023-01-01
1672637400,27,Fear,2023-01-02
1672723800,26,Fear,2023-01-03
1672810200,29,Fear,2023-01-04
1672896600,29,Fear,2023-01-05
1672983000,26,Fear,2023-01-06
1673069400,25,Fear,2023-01-07
1673155800,25,Fear,2023-01-08
1673242200,25,Fear,2023-01-09
1673328600,26,Fear,2023-01-10
1673415000,26,Fear,2023-01-11
1673501400,30,Fear,2023-01-12
1673587800,31,Fear,2023-01-13
1673674200,46,Neutral,2023-01-14
1673760600,52,Neutral,2023-01-15
1673847000,45,Neutral,2023-01-16
1673933400,51,Neutral,2023-01-17
1674019800,52,Neutral,2023-01-18
1674106200,45,Neutral,2023-01-19
1674192600,51,Neutral,2023-01-20
1674279000,53,Neutral,2023-01-21
1674365400,53,Neutral,2023-01-22
1674451800,50,Neutral,2023-01-23
1674538200,52,Neutral,2023-01-24
1674624600,51,Neutral,2023-01-25
1674711000,54,Neutral,2023-01-26
1674797400,55,Greed,2023-01-27
1674883800,52,Neutral,2023-01-28
1674970200,55,Greed,2023-01-29
1675056600,61,Greed,2023-01-30
1675143000,51,Neutral,2023-01-31
1675229400,56,Greed,2023-02-01
1675315800,60,Greed,2023-02-02
1675402200,60,Greed,2023-02-03
1675488600,58,Greed,2023-02-04
1675575000,58,Greed,2023-02-05
1675661400,56,Greed,2023-02-06
1675747800,54,Neutral,2023-02-07
1675834200,58,Greed,2023-02-08
1675920600,55,Greed,2023-02-09
1676007000,48,Neutral,2023-02-10
1676093400,49,Neutral,2023-02-11
1676179800,50,Neutral,2023-02-12
1676266200,48,Neutral,2023-02-13
1676352600,50,Neutral,2023-02-14
1676439000,53,Neutral,2023-02-15
1676525400,62,Greed,2023-02-16
1676611800,61,Greed,2023-02-17
1676698200,60,Greed,2023-02-18
1676784600,60,Greed,2023-02-19
1676871000,58,Greed,2023-02-20
1676957400,60,Greed,2023-02-21
1677043800,59,Greed,2023-02-22
1677130200,56,Greed,2023-02-23
1677216600,53,Neutral,2023-02-24
1677303000,52,Neutral,2023-02-25
1677389400,51,Neutral,2023-02-26
1677475800,50,Neutral,2023-02-27
1677562200,53,Neutral,2023-02-28
1677648600,50,Neutral,2023-03-01
1677735000,51,Neutral,2023-03-02
1677821400,50,Neutral,2023-03-03
1677907800,50,Neutral,2023-03-04
1677994200,47,Neutral,2023-03-05
1678080600,48,Neutral,2023-03-06
1678167000,49,Neutral,2023-03-07
1678253400,50,Neutral,2023-03-08
1678339800,44,Fear,2023-03-09
1678426200,34,Fear,2023-03-10
1678512600,33,Fear,2023-03-11
1678599000,33,Fear,2023-03-12
1678685400,49,Neutral,2023-03-13
1678771800,56,Greed,2023-03-14
1678858200,50,Neutral,2023-03-15
1678944600,52,Neutral,2023-03-16
1679031000,51,Neutral,2023-03-17
1679117400,64,Greed,2023-03-18
1679203800,63,Greed,2023-03-19
1679290200,66,Greed,2023-03-20
1679376600,68,Greed,2023-03-21
1679463000,62,Greed,2023-03-22
1679549400,57,Greed,2023-03-23
1679635800,61,Greed,2023-03-24
1679722200,64,Greed,2023-03-25
1679808600,64,Greed,2023-03-26
1679895000,64,Greed,2023-03-27
1679981400,59,Greed,2023-03-28
1680067800,57,Greed,2023-03-29
1680154200,60,Greed,2023-03-30
1680240600,63,Greed,2023-03-31
1680327000,61,Greed,2023-04-01
1680413400,63,Greed,2023-04-02
1680499800,63,Greed,2023-04-03
1680586200,62,Greed,2023-04-04
1680672600,62,Greed,2023-04-05
1680759000,63,Greed,2023-04-06
1680845400,64,Greed,2023-04-07
1680931800,61,Greed,2023-04-08
1681018200,61,Greed,2023-04-09
1681104600,62,Greed,2023-04-10
1681191000,68,Greed,2023-04-11
1681277400,65,Greed,2023-04-12
1681363800,61,Greed,2023-04-13
1681450200,68,Greed,2023-04-14
1681536600,68,Greed,2023-04-15
1681623000,68,Greed,2023-04-16
1681709400,69,Greed,2023-04-17
1681795800,58,Greed,2023-04-18
1681882200,63,Greed,2023-04-19
1681968600,52,Neutral,2023-04-20
1682055000,50,Neutral,2023-04-21
1682141400,53,Neutral,2023-04-22
1682227800,56,Greed,2023-04-23
1682314200,53,Neutral,2023-04-24
1682400600,53,Neutral,2023-04-25
1682487000,56,Greed,2023-04-26
1682573400,59,Greed,2023-04-27
1682659800,64,Greed,2023-04-28
1682746200,64,Greed,2023-04-29
1682832600,60,Greed,2023-04-30
1682919000,63,Greed,2023-05-01
1683005400,55,Greed,2023-05-02
1683091800,64,Greed,2023-05-03
1683178200,64,Greed,2023-05-04
1683264600,61,Greed,2023-05-05
1683351000,60,Greed,2023-05-06
1683437400,64,Greed,2023-05-07
1683523800,60,Greed,2023-05-08
1683610200,51,Neutral,2023-05-09
1683696600,52,Neutral,2023-05-10
1683783000,52,Neutral,2023-05-11
1683869400,49,Neutral,2023-05-12
1683955800,48,Neutral,2023-05-13
1684042200,48,Neutral,2023-05-14
1684128600,50,Neutral,2023-05-15
1684215000,54,Neutral,2023-05-16
1684301400,50,Neutral,2023-05-17
1684387800,51,Neutral,2023-05-18
1684474200,48,Neutral,2023-05-19
1684560600,48,Neutral,2023-05-20
1684647000,52,Neutral,2023-05-21
1684733400,49,Neutral,2023-05-22
1684819800,50,Neutral,2023-05-23
1684906200,50,Neutral,2023-05-24
1684992600,51,Neutral,2023-05-25
1685079000,49,Neutral,2023-05-26
1685165400,48,Neutral,2023-05-27
1685251800,50,Neutral,2023-05-28
1685338200,52,Neutral,2023-05-29
1685424600,51,Neutral,2023-05-30
1685511000,51,Neutral,2023-05-31
1685597400,52,Neutral,2023-06-01
1685683800,50,Neutral,2023-06-02
1685770200,53,Neutral,2023-06-03
1685856600,52,Neutral,2023-06-04
1685943000,53,Neutral,2023-06-05
1686029400,44,Fear,2023-06-06
1686115800,53,Neutral,2023-06-07
1686202200,50,Neutral,2023-06-08
1686288600,50,Neutral,2023-06-09
1686375000,49,Neutral,2023-06-10
1686461400,47,Neutral,2023-06-11
1686547800,47,Neutral,2023-06-12
1686634200,45,Neutral,2023-06-13
1686720600,46,Neutral,2023-06-14
1686807000,41,Fear,2023-06-15
1686893400,47,Neutral,2023-06-16
1686979800,47,Neutral,2023-06-17
1687066200,49,Neutral,2023-06-18
1687152600,47,Neutral,2023-06-19
1687239000,49,Neutral,2023-06-20
1687325400,59,Greed,2023-06-21
1687411800,65,Greed,2023-06-22
1687498200,65,Greed,2023-06-23
1687584600,62,Greed,2023-06-24
1687671000,64,Greed,2023-06-25
1687757400,55,Greed,2023-06-26
1687843800,59,Greed,2023-06-27
